,Name,Question,Answer
2541,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Can this soap be used on an oily face and does it help lighten acne?,"Boa Tarde, ARLENEFELICIANO. Ele é natural e pode ser utilizado por qualquer pessoa, já clarear acnes não temos esta informação Estaremos à disposição para outras dúvidas. Atenciosamente, Aline, equipe BELLA_DONNA123.06/08/2017"
2542,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,I would like to know the ingredients. What if it has been derived from petroleum and sulfates and is glycerin from petroleum? etc..,"Hello, JOY_XISLIN. Manufacturer Information Vegetable Dough - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract. We will be available for further questions. If you need Reginaldo Farias, team BELLA_DONNA123.18 / 07/2017"
2543,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Boa tarde... Gostaria de saber em quantas quantidades desse sabonete garanto o frete gátis?!,"Please inform from what value you have free shipping on Mercado Livre, just click on level and the screen with the value will be shown 11/05/2018"
2544,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,"Would you assemble a kit with 01 soap, 01 mouthwash and 02 organic toothpaste?",Access our link and find the products you want and then add them one by one to the cart to finalize the purchase https://lista.mercadolivre.com.br/_CustId_17671564110/03/2018
2545,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Can't create a link with the photo of the products and the quantities with the values ​​so that I can buy everything with you? 12 toothpaste 90gr - 24 soaps 90gr - 4 deodorants,"If we set up an ad above R $ 120.00, Mercado Livre will cost us R $ 20.00 which we will have to add to the value and if you agree, we will make a single ad for you and the total amount will be R $ 411, 00 with shipping included already, with only 14 units of toothpaste and 24 soaps and we do not have the deodorant, just confirm that you accept 04/01/2018"
2546,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Hi! I would like to buy in one place with special price in larger quantities ... 14 toothpaste 90gr 24 soaps 90gr 4 organic deodorants without adding chemicals! it's possible? And installments in 12 x interest-free? Send a link for budget and possible purchase!,"Good night CRISTIANOMACHADO031 our prices are already on sale and toothpaste is R $ 15.50 per unit and Soap is R $ 7.26 each for interest-free installments, but in Mercado Livre each purchase of yours will be over R $ 120.00 shipping will be free. Follow the link of the folder http://produto.mercadolivre.com.br/MLB-712584659-1-unid-creme-dental-contente-organico-vegano-_JM and the soap just confirm and send 04/01/2018"
2547,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Could you specify all the components of your soap?,"Good evening MARCOAAAMARAL Manufacturer Information: Composition: Vegetable-based pasta - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract.30 / 12 / 2017"
2548,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,What are the toxic chemical substances that ordinary soap has and yours does not?,"Good night MARCOAAAMARAL not as we do not work with common soaps, we do not have the composition to inform you.30 / 12/2017"
2549,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Good night! What is the expiration date?,"Como vai, SOEV8585355? Validade: mar/2019 Aproveite e veja outros produtos no link http://lista.mercadolivre.com.br/_CustId_176715641 Atenciosamente, Lucas, equipe BELLA_DONNA123.06/09/2017"
2550,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,how do you buy wholesale?,"How are you, TRAVELERS.NOTEBOOK? We sell only at retail, but what quantity do you want? We will be available for further questions. Sincerely, Aline, always count on BELLA_DONNA123.25 / 08/2017"
2551,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Can this soap be used on an oily face and does it help lighten acne?,"Good afternoon, ARLENEFELICIANO. It is natural and can be used by anyone, already clearing acne we do not have this information We will be available for further questions. Sincerely, Aline, team BELLA_DONNA123.06 / 08/2017"
2552,1 Natural Soap Suavetex C Organic Extract Chamomile 80 G,Gostaria de saber os ingredientes. E se tem derivado do petroleo e sulfatos eh glicerina do petroleo? etc..,"Hello, JOY_XISLIN. Manufacturer Information Vegetable Dough - Sodium Palm Kemelate, Sodium Stearate, Sodium Chloride, Glycerin Vegetable, Sodium Hydroxide, Tetrasodium, Etidronic Acid, Aqua, Parfum, Chamomilla Recutita (Matricaria) Flower Extract. We will be available for further questions. If you need Reginaldo Farias, team BELLA_DONNA123.18 / 07/2017"
2553,Effaclar High Tolerance Facial Soap La Roche-posay 70g,I just bought 2 soaps. La Roche Effacler. Please send me a concentrate and the other high tolerance. I appreciate the understanding and will be a customer if everything goes ok.,"Hello Rodrigo, how are you? Your order has been billed, there is no way to make any changes. Customer Service, Sincerely 11/06/2019"
2554,Effaclar High Tolerance Facial Soap La Roche-posay 70g,Ok favor só envie. O concentrado tb e o outro alta tolerancia. Acabei realizando a compra do alta tolerancia. Mas tenho mais necessidade do concentrado.,"Hello Rodrigo, how are you? Your order has been billed, there is no way to make any changes. Customer Service, Sincerely 11/06/2019"
2555,Effaclar High Tolerance Facial Soap La Roche-posay 70g,If I buy 2 bar concentrates would you send 1 concentrate and 1 high tolerance?,"Bom dia, infelizmente nesse momento não temos disponível a opção de carrinho. Atenciosamente, atendimento ao cliente.07/06/2019"
2556,Effaclar High Tolerance Facial Soap La Roche-posay 70g,Because the freight does not increase almost anything. If I put each 1 in the cart I have to pay 2 freight.,"Good morning, unfortunately at this time we do not have the cart option available. Purchases must be made separately. Sincerely customer service.07 / 06/2019"
2557,Effaclar High Tolerance Facial Soap La Roche-posay 70g,I would like to buy the tb concentrate. Would you have?,"Good morning, we provide the link with the products we have available: https://lista.mercadolivre.com.br/beleza-cuidado-pessoal/sabonete-facial-effaclar-concentrado_Loja_la-roche-posay_af_to. Sincerely, customer service.07 / 06/2019"
2558,Almond Oat Milk Soap 90g,Hi! How many soaps for 10.90?,"Good morning, This ad comes with 01 unit, it is not worth buying like this, there are other ads with larger quantities, or we can do with the quantity you want. Kind regards. Edson24 / 08/2020"
2559,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,I appreciate the attention.,"Available! ATt, ARM Team.27 / 07/2020"
2560,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,"Good morning, I closed an order for 25 units, I believe it was with you, if so, I would like to have 10 of pink cinnamon. Thank you!","Good morning GOOD4US! You must have bought it from another seller, as there is no such sale for us, I suggest that you contact us via direct message with the seller. Att, ARM Team.m27 / 07/2020"
2561,Eucalyptus Soap 110g Ubon - Kit C / 10 Units,"Hello, can you exchange some for pink cinnamon closing this order? Thank you","Good night! Yes, I can, just inform us via message by the place of purchase the quantity you want of Cinnamon Rose. Att, ARM Team.26 / 07/2020"
2562,Palmolive Naturals Bar Soap Intensive Hydration 85g Light 6 Pay 5,Vcs tem kitis sabonetes com 150 g.,Hello good day! :) Unfortunately we currently don't have any available. Store operated by Sage's21 / 02/2020
2563,Natural Coconut Extract Soaps (12 Units),"Hello. What are the ingredients of the formula, please? I ask myself to check if I have an allergy to any component. Thank you.","Hello, the ingredients are: Carbon Dioxide, Seed Oil, Sebum, Stearic Acid, BHT, Alcohol, Sodium Hydroxide, Sucrose, Sodium Chloride, Glycerin, Propylene Glycol, Titanium Dioxide, Fragrance, Water, Coconut Extract. 7/1/2020"
2564,Natural Coconut Extract Soaps (12 Units),Is it oval or rectangular?,rectangular .... 02/06/2020
2565,Natural Coconut Extract Soaps (12 Units),São sabonetes de puro coco? São de fabricação caseira?,"Hello good night, industrial manufacture with base and raw material of natural products! 05/27/2020"
2566,Presente Natura Ilía Laços - Imperdível,"Posso informa as fragancias depois da compra vi um anuncio seu 10 cx de sabonete da natura td dia por 119,90 se compra as caixas do td dia e esses sabonetes sortidos sem add o carrinho o fret sai gratis ou tem q add no carrinho pro fretis sai gratis ??","Tem que adicionar os dois no carrinho, é apenas te corrigindo o nosso anúncio de sabonete todo dia são com 9 caixas de sabonete, acima de 120 o frete é grata para algumas regiões por isso o ideal é que seja adicionado ao carrinho18/08/2019"
2567,Presente Natura Ilía Laços - Imperdível,Can I choose fragrances ??,"May 18, 2019"
2568,Presente Natura Ilía Laços - Imperdível,Can I order only the female fragrances? Thanks.,Pode sim! Vc pode escolher02/04/2019
2569,Anti-acne Asepxia Exfoliating Anti-Blackhead Soap 80g,only comes the soap ??,By 08/08/2020
2570,Sabonete Sulfuroso Granado 90g - Kit Com 4 Unidades,Deu certo ver a validade?,not yet17 / 04/2020
2571,Sabonete Sulfuroso Granado 90g - Kit Com 4 Unidades,Qual a validade?,irei verificar16/04/2020
2572,Sabonete Essencial Masculino Edição Limitada C/2 Unidades,"Ok, sorry for the insistence but on the description, the advertised value is for the box with 2 units correct? Are 7 boxes available with 2 soaps each?","That's right. Each box comes with 2 units (2 soaps). If you buy 7 boxes you will receive 14 Soaps, 2 soaps in each box ok23 / 08/2020"
2573,Sabonete Essencial Masculino Edição Limitada C/2 Unidades,"Boa noite, por favor pretendo efetuar a compra, mas gostaria de confirmar algumas informações, tem as 7 unidades disponíveis? outra dúvida na descrição informa que vem uma unidade de 90 gr por pacote, mas na caixa não são 2 unidades de 90 gr? Agradeço se puder responder pois pretendo comprar as 7 unidades que consta como disponível. Obrigado!",Boa noite! Tenho sim. Obrigada23/08/2020
2574,Sabonete Essencial Masculino Edição Limitada C/2 Unidades,"Sorry, I don't think my question was clear. Can you put together an Essential Soap + Essence Natura Man Essence Kit? For me to pay a freight only.","Na verdade eu acabei de montar e está no site, mas não consigo colocar aqui, pq demora um pouco para atualizar no celular18/08/2020"
2575,Sabonete Essencial Masculino Edição Limitada C/2 Unidades,"Olá vc tem o sabonete Natura Homem essence, caixa com 4 unidades? se sim, consegue fazer um kit com esse ai e colocar no mesmo frete?",Boa tarde! Vou colocar o link aqui e veja se o frete fica um só ok. Qualquer coisa volte a me chamar. Obrigada https://produto.mercadolivre.com.br/MLB-1527632538-natura-homem-essence-sabonetes-em-barra-_JM18/08/2020
2576,Natural Soap Mix (24 Units),Thanks,thank u21 / 09/2020
2577,Natural Soap Mix (24 Units),Alfazema não tem?,Esse não temos!18/09/2020
2578,Natural Soap Mix (24 Units),quais fragancia nova vcs tem disponível,"Arruda, rosemary, melaleuca, porcelain (dolomite), rosehip and cucumber! We are available! 18/09/2020"
2579,Natural Soap Mix (24 Units),"I will wait, thank you",I thank you! 10/09/2020
2580,Natural Soap Mix (24 Units),"besides the aloe vera you have rue, rosemary, rosehip?","The new fragrances are due to arrive tomorrow, for today we have those from the catalog in the description of the announcement.10 / 09/2020"
2581,Natural Soap Mix (24 Units),Ok. I made the purchase via boleto and already paid it. I believe that by tomorrow you should receive confirmation. Thank you!,I thank you! 09/09/2020
2582,Natural Soap Mix (24 Units),Right. Can I make the purchase or should we arrange something beforehand? My request will be exactly the one I gave you. Thank you again.,You can make the purchase that the agent will send according to your request!
2583,Natural Soap Mix (24 Units),"good morning .. can i assemble the following kit ?: 4 white clay, 7 green clay, 2 coconut, 4 carobinha, 4 propolis and honey, 2 mastic, 2 chamomile. thank you.","Bom dia, sim ! Como preferir!!!03/09/2020"
2584,Natural Soap Mix (24 Units),"Olá boa tarde 😃 vc tem argila branca,barbatimão","Hi! Good afternoon, yes we do! 19/08/2020"
2585,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,"Good morning, what is the validity of the product ??","Hello, how are you? Thank you so much for contacting the La Roche Posay Official Store. :) The current validity in our stock is 01/30/2023. Any questions, we're here! : * La Roche Posay Official Store.20 / 08/2020"
2586,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,"Hello, do you have 3 shampoo? one called kerium, another kerium ds and one called anti fall is this.","Hello, how are you? Thank you so much for contacting the La Roche Posay Official Store. :) We don't have it here in our official store yet. Keep an eye here on our page! (https://loja.mercadolivre.com.br/la-roche-posay) Any questions, we're here! : * La Roche Posay Official Store.15 / 06/2020"
2587,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,Do you have any facial cleansing gel for dry skin?,"Hello, how are you? Thank you so much for contacting the La Roche Posay Official Store. :) We don't have it here in our official store yet. Keep an eye here on our page! (https://loja.mercadolivre.com.br/la-roche-posay) Any questions, we're here! : * La Roche Posay Official Store.08 / 06/2020"
2588,Lipikar Surgras La Roche-posay Body Liquid Soap 400ml,If I buy more than one product don't you send free shipping?,"Hello good day! Regarding the freight, it is necessary to make a simulation at the time of purchase. Sincerely Customer Service10 / 10/2018"
2589,Granado Trat Sulfuroso Enxofre 10% Sabonete Em Barra 90g Blz,Shelf life?,"Good afternoon The products are sent with the validity suitable for use. As our stock is constantly replenished, the validity may vary between the next days. Att .. Liliane Machado Beleza na Web19 / 08/2019"
2590,Dermytrat Rosehip Oil Soap 90g,I wonder if you do not sell wholesale type 10 or 20,"Hi! :) You can add as many units as you want to the cart. = D Enjoy and include in your shopping cart, products to improve your immunity: https://lista.mercadolivre.com.br/nature-healthy_Loja_farmadelivery23/07/2020"
2591,Dermytrat Rosehip Oil Soap 90g,Eu tentei mais esta aparecendo essa opção,"Hello, RO LUIZ! Open it by the link I sent you from the oil that appears in the cart option, then you include the soap. See more products in our official store at Mercado Livre: https://loja.mercadolivre.com.br/farma-delivery12/02/2019"
2592,Dermytrat Rosehip Oil Soap 90g,Could you put together a kit for me with two oils and two soaps?,"Hello, RO LUIZ! We are currently unable to assemble kits, but you can include the products in the same purchase using the ""Add to cart"" button that is on the right side of the ad. See more products in our official store at Mercado Livre: https://loja.mercadolivre.com.br/farma-delivery12/02/2019"
2593,Dermytrat Rosehip Oil Soap 90g,"Good afternoon, do you also sell rosehip oil?","Hello, RO LUIZ! Yes, we have a product link: https://produto.mercadolivre.com.br/MLB-1178715722-oleo-de-rosa-mosqueta-dermytrat-10ml-_JM See more products in our official store at Mercado Livre: https: //shop.mercadolivre.com.br/farma-delivery12/02/2019"
2594,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Don't you sell a smaller quantity? I needed 10 kits, I live in Curitiba, I could remove it depending on the neighborhood.","Good night! yes, I can assist you with 10 kits, to be withdrawn or with delivery fee in Curitiba, depending on where you are. I have an announcement with 1 kit: https://produto.mercadolivre.com.br/MLB-743883490-kit-banho-especial-_JM?quantity=1 or with 10 units: https://produto.mercadolivre.com.br/ MLB-949165694-kit-shampoo-conditioner-soap-20g-10-kits-ready-_JM? Quantity = 106/05/2020"
2595,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Good morning, have only kit with shampoo and soap?","Simple shampoo or 2x1? We assemble as you need. The shampoo I have in a 20ml bottle and sachet. The 2x1, I have 10ml sachet, 25 or 35ml bottle. And what is the weight of the soap (we have 10, 13, 15 or 20gr) 01/30/2020"
2596,150 Kits For Hotel: shampoo + conditioner + soap 15g,OK thank you,We are waiting for your order!
2597,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Ótimo, muito obrigada mais uma vez",I am at your service06 / 01/2020
2598,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Por gentileza, mais uma pergunta, a validade do sabonete, shampoo e condicionador é de quanto tempo ?",The validity is 2 years. It has about 2 months that are in our stocks.06 / 01/2020
2599,150 Kits For Hotel: shampoo + conditioner + soap 15g,Thank you very much for your kindness and attention. I'll be making the purchase tomorrow which is when my card will be released,"Fico às ordens, já tenho o produto embalado, assim que chegar o pedido, despacho imediatamente para vc. Boa semana!06/01/2020"
2600,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Good morning, please and if it were 60 kits, would you create the link with interest-free installments? Is that I would like to pass the entire amount on the card, without having to deposit the difference afterwards","I can make an announcement like that. However, interest-free installments are more expensive to offer to the customer, if you don't mind, follow: https://produto.mercadolivre.com.br/MLB-1399700441-60-kits-hotel-shampoocondicionadorsabonete-180-itens- _JM? Quantity = 106/01/2020"
2601,150 Kits For Hotel: shampoo + conditioner + soap 15g,"OK, thank you so much for the link",06/01/2020
2602,150 Kits For Hotel: shampoo + conditioner + soap 15g,"I understood, so when buying purchase on the link of 50 kits and then deposit the difference amount for 55 kits. Right?",Exactly. I will leave the link for the announcement of 50 kits: 50 Kits Hotel: Shampoo + conditioner + soap (150 Items) https://produto.mercadolivre.com.br/MLB-775107881-50-kits-hotel-shampoocondicionadorsabonete-150-itens -_JM05 / 01/2020
2603,150 Kits For Hotel: shampoo + conditioner + soap 15g,"Boa tarde, vc montaria 55 kits deste kit higiênico ( shampoo, condicionador, sabonete e embalagem p/ lacrar) ?","Sim, montamos. A embalagem é adesivada ( tipo Bijoux) . Para 55 kits, você pode depositar o valor da diferença. Basta efetuar a compra e nos enviar uma mensagem.05/01/2020"
2604,Darrow Soapelle - Sabonete Em Barra 70g,"Good night I made a purchase worth 76.56 of this soapelle soap on this site Beauty on the web .... today is with 12 more days and I have not received my orders! and was charged to the credit card.ate the order I can't track it blocked everything. so I'll report it to Procon. because I am a customer of the free market and arrived in 5 days, other orders.","Hi! This channel is related to product questions, ordering information, please send your question in the message field here at Mercado Livre and we will answer. If you have already sent it, just wait and soon you will receive our return. Sincerely Silvania Nunes Beleza na Web.26 / 08/2020"
2605,20 Kits P / hotel: Shampoo + conditioner + soap 15g,Good morning you have big glass I want to buy for use at home,"Good Morning! Unfortunately we don't have, only single use packaging I am at your service"
2606,20 Kits P / hotel: Shampoo + conditioner + soap 15g,"Não conheço as fragancias, são boas? bem básicas? não quero nada muito forte","Good Morning! Yes, the fragrances in this line are very soft, they do not leave a residual smell. It is the line that we sell the most. I am at your service!"
2607,20 Kits P / hotel: Shampoo + conditioner + soap 15g,Can I customize the label?,"Hi! We are only able to customize products on orders over 3,000 units! This is subject to a new order and a new announcement on the free market. I'm available! att, 03/07/2019"
2608,20 Kits P / hotel: Shampoo + conditioner + soap 15g,Qual o vencimento do produto?,We constantly renew our stocks. The validity is approximately 22 months 01/22/2019
2609,20 Kits P / hotel: Shampoo + conditioner + soap 15g,Qual a validade dos produtos?,Boa noite. Cerca de mais 20 a 22 meses.22/01/2019
2610,20 Kits P / hotel: Shampoo + conditioner + soap 15g,"olá VCI faz com shampu, condicionador e sabonetes brancos sem nenhuma estampa para estar aqui até dia 20","Hi! We only have in line for delivery this line that you see in the photo. To arrive until the 20th, depends on the delivery of the Post Office, you can see the deadline simulating the purchase and entering your zip code. I am at your service / 01/2019"
2611,20 Kits P / hotel: Shampoo + conditioner + soap 15g,"Hello you put the image that the person sends (ie personalizes?) Or comes with your logo? If it comes with your logo, can the tones be green? In case it can't be okay.","Good Morning! To personalize, the minimum order is higher. But I suggest that you stick your logo on the packaging. I can send the conditioner in green (liquid). The Shampoo is transparent. They are line products (Vida Harus). I am at your service 10/12/2018"
2612,Eucalyptus Soap 110g Ubon - Kit C / 25 Units,good afternoon do you have this same ad with the classic price?,"Esse já é o anúncio clássico com 25 unid. Temos outro anúncio também clássico com 20 unidades por R$80. Att, Equipe Espaço Bella.02/09/2020"
2613,Eucalyptus Soap 110g Ubon - Kit C / 25 Units,Não consigo efetuar 2 kit,"Good afternoon! I have already increased it to 3 units available in stock. You can try now that you will succeed. Doubts are available. Att, Bella Space Team.12 / 11/2019"
2614,Eucalyptus Soap 110g Ubon - Kit C / 25 Units,Friend 50 soaps and only one freight there I buy,"Boa tarde! Basta comprar dois kits que o frete é grátis. Att, Equipe Espaço Bella.12/11/2019"
2615,Soap Mommy And Baby In Vegetable Bar 5 Units,How valid is the product,08/202330/09/2020
2616,Soap Mommy And Baby In Vegetable Bar 5 Units,How valid is the product,Boa tarde 08/202330/09/2020
2617,Soap Mommy And Baby In Vegetable Bar 5 Units,How valid is the product,"Boa tarde, 08/202330/09/2020"
2618,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,olá serve para engrossar detergente natural?,"Hello .. Good night ! If the recipe has vegetable glycerin, you can use it with ease. Thanks10 / 10/2020"
2619,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,"Good morning, the payment was made 4 days ago and was not approved. Could you contact us to resolve or refund? Thankful!",Hello good day ! What was the payment method? Thanks10 / 10/2020
2620,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,olá serve para engrossar detergente natural?,"Hello .. Good night ! If the recipe has vegetable glycerin, you can use it with ease. Thanks10 / 10/2020"
2621,Base De Glicerina V&g Vegetal Para Sabonete 10 Kilos Vegana,"Good morning, the payment was made 4 days ago and was not approved. Could you contact us to resolve or refund? Thankful!",Hello good day ! What was the payment method? Thanks10 / 10/2020
2622,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,but how is it done? better call then ..,"Bom dia Valter! Infelizmente devido a pandemia os Correios está atrasando as entregas pela redução de número de funcionários, barreiras sanitárias, algumas cidades em LockDown. Pedimos desculpas pelo atraso. Fique tranquilo que a sua encomenda está em trânsito. Segue o seu código de rastreio e a última atualização: PY037828886BR 19/05/2020 08:44 INDAIATUBA / SP Objeto encaminhado de Unidade de Tratamento em INDAIATUBA / SP para Unidade de Distribuição em ITATIBA / SP Vou te manter informado pelo campo de mensagem via compra. Att, Equipe Espaço Bella20/05/2020"
2623,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,"good morning, I made the purchase on 11/05 and so far I still haven't received it. could you please check? thank you",Good Morning! I will chat with you via your purchase message field.
2624,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,"bom dia, por favor qual o prazo de entrega dos produtos? obrigado","Good Morning! After purchase, we ship to the Post Office within 24 hours. If you want, send us your zip code to check the delivery time of the Post Office. Att, Bella Space Team 11/05/2020"
2625,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,only have mini soaps in 15g? There is no other?,"LANINHAJND (17) Follow Link with Kit with soap of 110g + Essences of 140ml, we have Eucalyptus Soap 110g, Goat Milk 100g and Cinnamon Rose 110g, if you want, after making the purchase leave a comment saying which soap you want, if you want assorted. https://produto.mercadolivre.com.br/MLB-1034875704-kit-c10-sabonetes-eucalipto-110g-02-essênciass-140ml-ubon-_JM https://produto.mercadolivre.com.br/MLB-1034871448 -kit-c20-soaps-eucalyptus-02-essences-140ml-ubon-_JM Att, Bella Space Team22 / 05/2018"
2626,Kit C/60 Mini Sabonetes + Essências Eucalipto E Lima-limão,"oi estou precisando de 30 unidades de mini sabonetes e aromatizador, voces tem algum anuncio? - eucalipto e limão ou capim limão","Hello LANINHAJND (17) Thank you for contacting us, we have other options, below the link, two options (No Shipping) and one option with (Free Shipping) 1 Kit with an essence of 500Ml and another kit with 140Ml. https://produto.mercadolivre.com.br/MLB-1034649151-kit-c30-mini-sabonetes-essncia-de-eucalipto-500ml-ubon-_JM https://produto.mercadolivre.com.br/MLB-1034666069 -kit-c30-mini-soaps-essence-of-lime-limo-ubon-140ml-_JM https://produto.mercadolivre.com.br/MLB-1034682795-kit-c30-mini-sabonetes-15g-essncia- ubon-lime-limo-140ml-_JM Sincerely, Bella Space Team22 / 05/2018"
2627,Soap 50gr Opens Way - Magic Star,This product breaks everything,This one opens the way but unlocks it too 08/08/2020
2628,Nivea Hydrat Oat Soap 85g C12,are 12 soaps?,Good morning 12 soaps .. Thank you and I look forward to your purchase02 / 09/2020
2629,Sabonete Vegetal De Calêndula 100g Cativa Natureza,Thank you very much!,Imagine! Any questions we are available:) 02/02/2020
2630,Sabonete Vegetal De Calêndula 100g Cativa Natureza,Good afternoon. Do you guys assemble a kit?,"Good afternoon, how are you? We are actually an official free market store. There is no need to assemble a kit, since with us you can take whatever products you want and you will only take the freight once. Except that above R $ 120, your shipping is free. Any questions we are available. 02/02/2020"
2631,Sabonete Vegetal De Calêndula 100g Cativa Natureza,Got it! Thanks!,"Imagine. If you have any questions, please contact us."
2632,Sabonete Vegetal De Calêndula 100g Cativa Natureza,"If you have any questions, please do not hesitate to contact us.","Hello, there would be no problem because all the products of the brand Cativa Natureza are 100% natural and with organic inputs. But ideal for intimate use and the copaiba soap that contains antibacterial properties. We also have it in our store if you need27 / 11/2019"
2633,Ann Bow Lavender Glycerin Soap 90g (kit C / 06),Posso pedir 2 de cada fragrância nesse anúncio?,Hello good day. We do not work with personalized advertising. We recommend adding the desired items to the cart to generate sales package.22 / 06/2020
2634,Ann Bow Lavender Glycerin Soap 90g (kit C / 06),esse sabonte e anti alergico?,"Ola, bom dia. Sim, é hipoalergenico.13/04/2020"
2635,Ann Bow Lavender Glycerin Soap 90g (kit C / 06),Você tem de outros aromas este sabonete,"Olá, boa tarde. Temos nos aromas,: Jasmin, Ervas e lavanda.24/03/2020"
2636,Sabonete Natura Todo Dia,Acabei de finalizar a compra agora . por gentileza enviar a fragrância alecrim e salvia. obrigada,Obrigada 😃03/09/2020
2637,Sabonete Natura Todo Dia,olá . tem alecrim e sálvia disponível?,I have sim 03/09/2020
2638,Sabonete Natura Todo Dia,Do you have rosemary and sage available?,"Hi, good night, I have yes."
2639,Tododia Hidratante Framboesa E Pimenta Rosa + Sabonete Kit,Bom dia Vc envia caixa para presente?,"Bom dia! Solicite em mensagem na compra, que nossa equipe de embalagem enviará a sacolinha de presente Obrigada pelo contato14/09/2020"
2640,Tododia Hidratante Framboesa E Pimenta Rosa + Sabonete Kit,"Boa tarde, vc tem o creme de flor de laranjeira? Obg",Boa tarde! Segue o link: https://produto.mercadolivre.com.br/MLB-1188649339-hidratante-lima-e-flor-de-laranjeira-natura-tododia-400ml-_JM?quantity=1&variation=43761539152 Obrigada pelo contato estamos a disposição24/07/2020
2641,Sabonete Senador Seduction 130g,"Hello, you only have this fragrance of this soap","Sim, é só fazer o pedido11/09/2017"
2642,Protex Nutri Protect Vitamin E Bar Soap Kit 125g-6 Un,Good afternoon How's the kit?,Hello good day! Protex Nutri Protect Vitamin E 125g Bar Soap Kit with 6 units. Enjoy! Store operated by Sage's10 / 08/2020
2643,Black Clay Soap 90g With Clay Extract 3 Units,Do you have other clays or just black?,"Hello, I have in white, green, red açaí soap, coconut, aloe vera, Juá, copaiba, sulfur, rosemary and mutton suet15 / 04/2019"
2644,Black Clay Soap 90g With Clay Extract 3 Units,the color of the soap is black?,Hello yes ! Black ! The disposition Fábio Ceresso of NATURAL HEALTH FC17 / 03/2019
2645,Lux Botanicals Bar Soap Jasmine Bouquet 85g,"Preciso completar meu endereço; o sistema do mercado não apresenta a identificação do apto no endereço para entrega de compras, . realizadas hoje , 28.09.","Hello, how are you? Thank you very much for contacting our store. I ask you to access the website of the livreajudafale market, contact us by chat and answer questions directly with the free market. We hope to clarify your question and remain at your disposal. Sincerely, Levlist Official Store.29 / 09/2020"
2646,Lux Botanicals Bar Soap Jasmine Bouquet 85g,Pode enquadrar meu pedido para data única de entrega? Estou com três datas de entregas mas quero concentrar numa única data.. Tento evitar ao máximo a quantidade de entregas. Agradeço se puder ser atendido..,"Olá, tudo bem? Muito obrigado por entrar em contato com a nossa loja. Não temos a opção de carrinho, desta forma as compras são realizadas separadamente, o frete cobrado por cada item e o envio também segue separadamente.Esperamos ter esclarecido a sua dúvida e permanecemos à disposição. Atenciosamente, Loja Oficial.25/09/2020"
2647,Lux Botanicals Bar Soap Jasmine Bouquet 85g,Como posso comunicar com o Mercado Livre?,"Olá, tudo bem? Muito obrigado por entrar em contato com a nossa loja. Neste caso peço que acesse a sua área de clientes Entre em Minhas compras Compra que precisa de ajuda Preciso de ajuda com um envio/pagamento. Esperamos ter esclarecido a sua dúvida e permanecemos à disposição. Atenciosamente, Loja Oficial.24/09/2020"
2648,Lux Botanicals Bar Soap Jasmine Bouquet 85g,How can I communicate the Free Market?,"Olá, tudo bem? Muito obrigado por entrar em contato com a nossa loja. Neste caso peço que acesse a sua área de clientes Entre em Minhas compras Compra que precisa de ajuda Preciso de ajuda com um envio/pagamento. Esperamos ter esclarecido a sua dúvida e permanecemos à disposição. Atenciosamente, Loja Oficial.24/09/2020"
