,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
1754,Profuse Puriance Purifying Soap 80g,27.99,Profuse,,100 g,,"description
Profuse Puriance Purifying Soap is indicated for combination to oily or very oily and / or acne-prone skin.

PURIANCE SOAP BARRA deeply cleanses the skin, removing excess impurity, shine and oil, without causing irritation or dryness. Its formula contains Salicylic Acid, which helps to unclog pores, and Alpha-Bisabolol, a well-known active with soothing and anti-irritant properties. With Zinc PCA, it helps in preventing acne. It also has antiseptic / antibacterial action due to the presence of Zinc. With Salicylic Acid and Alpha Bisabolol.

How to use

- Use daily in the morning and evening or as recommended by a doctor.

- Make an abundant foam with your hands, apply it on damp skin and rinse.

- Can be used to replace common soaps.",Localização,New,1.0,1,
1755,Glycare Soap for Normal Skin Mixed 90g,50.36,GLYCARE,,0.09 g,Glycare Normal Skin Combination Soap 90g,"description
Glycare Bar soap is indicated for cleaning the skin, especially normal to combination, gently removing impurities without drying the skin, in addition to reducing excessive oiliness and stimulating cell renewal. Glycare Soap contains formula with glycolic acid, which leaves the skin with a smooth and pleasant texture, providing a lightening and moisturizing effect.


Glycare Soap

Glycare Bar Soap gently removes impurities from the skin, reducing excessive oiliness and leaving it with a smooth and pleasant texture.

It has in its formula cleaning agents and glycoric acid, which moisturizes without damaging it.

Glycare promotes a pleasant sensation of softness and freshness.

- Ideal for daily hygiene.
- Sensation of clean and soft skin.
- Removes impurities without drying the skin.
- Hypoallergenic.


The glycolic acid in the formulation promotes cell renewal (accelerates the removal of dead cells). It preserves the natural balance of the skin, that is, it removes the oil from the T zone, without drying the extremities.


How to use

Use morning and night, or at the doctor's discretion, to clean the face",Farmadelivery,Novo,11.0,1,
1756,Kit La Flore Can 3 Veg Soaps,34.75,Davene,,560 g,,"description
Kit La Flore Can. And composed of 02 La Flore Soaps and 01 La Soap with 180gr each
1SABONTE LA FLORE LAVANDA 180ML
1 SOAP LA FLORE VANILA 180ML
1 SOAP STRAWBERRY FRUIT 180ML
100% vegetable base, twice the size and high perfumed.
6 Vegetable Base Benefits
* more creamy foam.
* Does not dissolve so quickly.
* Emollient and humectant action.
* More care for your skin.
* Enhances fragrance
* No animal ingredients.
  * DERMATOLOGICALLY TESTED
  * NOT TESTED ON ANIMALS",Location,New,3.0,1,
1757,Glycare Soap Bar With 90 Grams,36.97,glycare,Glycare,90 g,,"description
The Glycare Bar Body Soap is perfect for those who want clean, renewed skin every day. Its formula contains glycolic acid, which stimulates cell renewal. The product removes impurities without drying the skin. Glycare Contains No Dyes Or Parabens And Is Hypoallergenic.Special Indication: Normal And Mixed Skins. Benefits: Removes impurities from the body and renews the skin. How to use: Apply to the body and face while bathing.",Olist,New,7.0,1,
1758,Dermotivin Original Soap Bar 90g Mixed Or Oily Skin,36.9,Dermotivin,,90 g,,"description
Dermotivin Original Soap is an ideal facial cleanser for combination or oily skin. Specially developed to help reduce skin oiliness and remove impurities. Cleans without drying. Its formula is enriched with extracts of Calendula officinalis and Aloe barbadensis, which have anti inflammatory and healing action. Dermotivin Original Barra is recommended for cleaning acneic, oily or mixed skin and cleaning and unclogging pores.",Location,New,1.0,1,
1759,Boticollection Perfumed Soaps - 5x80g,44.95,O Boticário,,80 g,,"description
Boticollection Perfumed Soaps are cleansing and perfuming for the skin. A set of five assorted soaps, from the Cecita Blossom, Thaty, Acqua Fresca, Anni and New Acqua Fresca lines, stored in a beautiful box.
 
Boticollection soaps contain natural extracts and produce a creamy foam that cleanses the skin without drying out. Perfect to make your routine even lighter and full of sweetness!
Contains: 5 units of 80g each.",Location,New,11.0,5,
1760,Kit Com 6 Sabonete Leite De Rosas 90g Tradicional,21.96,Milk of Roses,,90 g,,"description
Traditional Rose Milk Soap 90g",Location,New,2.0,,
1761,Granado Terrapeutics Glycerin Soap Marigold Barra Blz,5.9,,Glycerin Calendula Terrapeutics,,Granado Terrapeutics Calêndula de Glicerina - Sabonete em Barra 90g,"description
Bar soap for all skin types. Gently cleanses the body providing hydration, softness and velvety touch. Granado Terrapeutics Calendula Glycerin Soap is a natural moisturizer, based on 100% vegetable, which has soothing and purifying properties. For the most relaxing time of your day, Granado Terrapeutics Calendula Glycerin Soap promotes a feeling of freshness. That's because it leaves the skin clean and moisturizes with a delicate oriental floral scent.",Beleza na Web,New,229.0,,5.0
1762,Sabonete Francis Clássico Lilas 90g - Pcte Com 12 Unidades,36.95,Francis,Lavandas de Grasse,,,"description
JAMS-SHOP has the mission of guaranteeing the total satisfaction of its client, both in the punctuality of deliveries, product quality, as well as in the best service,
Have peace of mind of buying with those who are willing to offer you the best service and, if you have any problems after the purchase, count on our after-sales team to solve it !!
Thank you

Product:
Francis Lavande de Grasse Classic Bar Soap!
Made with floral oils from the best flowers in the world, which give rise to unique and original fragrances.
Its delicate formula provides the pleasant sensation of skin soft to the touch.

Characteristics
DELICATE COMPOSITION: Delicate composition with the best flowers in the world
FIXING FRAGRANCES: Best flowers in the world, whose oils give rise to original and unique fragrances
PACKED ONE BY ONE: The soaps are packed one by one in scented handkerchiefs that preserve the scent

Guarantee of an excellent product.

Thank you for your preference!
We await your request!",Location,New,2.0,12,
1763,Kit 4 Cetaphil Deep Cleansing Bar Soap - 127g Cd,167.99,Satafil,,,,"description
Kit 4 Cetaphil Deep Cleansing Bar Soap - 127g Each

What it is for: Cetaphil Deep Cleansing Soap deeply cleanses impurities, including pollution residues, without drying the skin.",Location,New,2.0,,5.0
1764,Granado Granaderma Antiacne - Sabonete Em Barra 90g Blz,12.44,Pomegranate,,90 g,,"description
Bar soap for oily skin. Granado Granaderma Antiacne cleanses the skin while controlling acne and prevents the appearance of pimples. Regulates sebum secretion, reducing oiliness. Provides asepsis and freshness. Its non-greasy, dye-free formula reduces the risk of allergic reactions. Granado Granaderma Antiacne leaves your skin clean, fresh and with excessive oiliness controlled.",Beleza na Web,Novo,2.0,,
1765,Kit 2 Body Soap Lipikar Surgras La Roche-posay - 80g Each,123.5,,,80 g,,"description
Kit 2 Body Soap Lipikar Surgras La Roche-posay - 80g Each

7896014179305",Location,New,1.0,1,
1766,Francis Classic Soap Lilas 90g - Pcte With 6 Units,24.82,Francis,Classic,90 g,,"description
JAMS-SHOP has the mission of guaranteeing the total satisfaction of its client, both in the punctuality of deliveries, product quality, as well as in the best service,
Have peace of mind of buying with those who are willing to offer you the best service and, if you have any problems after the purchase, count on our after-sales team to solve it !!
Thank you

Product:
Francis Lavande de Grasse Classic Bar Soap!
Made with floral oils from the best flowers in the world, which give rise to unique and original fragrances.
Its delicate formula provides the pleasant sensation of skin soft to the touch.

Characteristics
DELICATE COMPOSITION: Delicate composition with the best flowers in the world
FIXING FRAGRANCES: Best flowers in the world, whose oils give rise to original and unique fragrances
PACKED ONE BY ONE: The soaps are packed one by one in scented handkerchiefs that preserve the scent

Guarantee of an excellent product.

Thank you for your preference!
We await your request!",Localização,New,1.0,,
1767,Phebo Amazonian - Sabonete Em Barra 90g,5.9,Phebo,Vegetal Amazonian,90 g,,"description
Body bar soap. Phebo Amazonian gently cleanses and keeps the skin soft and fragrant after bathing. The Phebo Amazonian Bar Soap brings a light formula, which maintains the skin's natural freshness and hydration. Its light and fresh fragrance with notes of lavender and eucalyptus. brings the feeling of well-being prolonging after use.",Beleza na Web,New,30.0,,
1768,Kit 30 Phebo Odor Of Roses Soap - 90g Each,136.1,Pomegranate,Vegetal Odor de Rosas,90 g,,"description
Kit 30 Phebo Odor of Roses Soap - 90g Each

First fragrance from Perfumery Phebo, created in 1930. It keeps its original, exotic formula with a touch of spices and flowers. Vegetable glycerin. Unique and striking fragrances. Leaves skin soft and perfumed. Free of parabens and ingredients of animal origin. Content: 90g

How to use: Apply the product on wet skin, rubbing gently to obtain foam. Then rinse.

Ingredients: elaeis guineensis kernel oil, sucrose, aqua (water), tristearin, alcohol, propylene glycol, sodium hydroxide, parfum (fragrance), sodium laureth sulfate, glycerin, etidronic acid, tetrasodium edta, c.i. 16035 (red 40), c.i. 42090 (blue1), c.i. 17200 (red 33), c.i. 19140 (yellow 5), dmdm hydantoin, cinnamal, citronellol, eugenol.",Localização,New,33.0,30,4.8
1769,Sabonete Em Barra Rexona Orchid Fresh 84g,1.12,Rexona,Orchid Fresh,84 g,,"Descrição
O sabonete em barra de Rexona possuem tecnologia desodorante, que apresenta uma combinação exclusiva de ingredientes, que em conjunto, entregam benefícios de limpeza e refrescância. Essa tecnologia age nos princípios de desodorização, trazendo perfume prolongado e uma sensação de refrescância. O sabonete em barra Rexona Orchid Fresh possui uma fragrância que mistura os deliciosos aromas florais de rosas, jasmim e violetas, com notas vigorosas de frutas cítricas e um toque de baunilha, proporcionando uma sensação revitalizante, de refrescância prolongada e limpeza profunda.",Levlist,New,35.0,1,
1770,Davene Leite De Aveia Sabonete Hipoalergênico 90g (kit C/06),33.2,Davene,,,,"description
DESCRIPTION: For delicate skin, it was specially formulated in order to minimize the possible appearance of allergy;
ACTION / ASSETS: Contains oat extract, which moisturizes and nourishes the skin, leaving it smooth and beautiful.
HOW TO USE: Apply Davene Oat Milk Soap over the entire skin, gently massaging the entire body. Then rinse.
THIS ANNOUNCEMENT CONTAINS: 06 Davene Oat Milk Hypoallergenic Soap 90g",Location,Novo,1.0,,
1771,4 White Cactus Glycerin Base for Soap - Our Earth,86.99,Our land,,4 g,,"description
Seller did not enter product description",Localização,Novo,1.0,4,
1772,Farnese Soap Fine Perfume 90 G Kit C / 30 Affection Top #,69.99,,,90 g,,"Descrição
Sabonete Farnese Perfumação Fina 90 g Kit c/ 30. #Top#(Desde que respeitando a quantidade deste Kit, você poderá escolher as fragrâncias de sua preferência)


Caso deseje escolher as fragrâncias avise, POR FAVOR, IMEDIATAMENTE(em até 15 MINUTOS), após a compra, por meio de mensagem dentro do Chat do Mercado Livre. Caso contrário, todas as unidades serão enviadas no aroma Erva Doce e/ ou Flor de Cerejeira e/ou Proteínas do Leite.
Prazo de Validade: 18 meses
Peso Líquido: 90 gramas (cada unidade)
FRAGÂNCIAS NORMALMENTE DISPONÍVEIS - FLOR DE CEREJEIRA/ ERVA DOCE/ FLORES TROPICAIS/FRUTAS VERMELHAS/LIMÃO SICILIANO E PROTEÍNAS DO LEITE
Solução prática, que rende mais:
• Perfumação irresistível.
• Em equilíbrio com pH da pele e fórmula rica em hidratantes naturais.
• Cuidado com a pele, indicado para todo o corpo.
• Rende ainda mais com uso de esponja.

Sobre nós

O Empório Guaraciaba nasceu na cidade de Belo Horizonte, em 2018. De origem tupi, Guaraciaba quer dizer “lugar do sol” e o astro rei casa muito bem com um belo horizonte, não é verdade!
Somos mineiros na essência e brasileiros por convicção. Nossa missão é valorizar nossa gente, seus modos, jeitos, criações e produtos. Queremos ser referência na comercialização de produtos brasileiros de qualidade dentro do país e no mundo.
Nosso objetivo é trabalhar com afinco para disponibilizar produtos de alta qualidade, com preço justo, de forma ágil e efetiva.
Assim, queremos conquistar mais do que clientes, queremos criar laços de amizade que ultrapassem gerações. Contamos com você, tudo de bão....
Ao comprar com a gente você tem as seguintes VANTAGENS:

- Produto original;
- Pronta entrega, envio imediato;
- Prazo de postagem de 15 minutos a 72 horas, conforme o produto adquirido;
- Embalagem discreta e segura e sem identificação de conteúdo;
- Só trabalhamos com produtos NOVOS e ORIGINAIS, garantindo a ""originalidade"" e a ""procedência"" de nossos produtos.
* Imagens meramente ilustrativas
Ficou com alguma dúvida, deixe sua pergunta nos comentários e teremos o prazer em te responder.",Location,New,1.0,30,
1773,Bar Soaps Take Care Well Boticário 2 Units 80g Each,19.97,,cuide-se bem,80 g,sabonete em barra,"Descrição
2 sabonetes em barra de 80 g cada, disponivel nas seguintes fragrâncias:

rosa e algodão
leite e mel
morango e leite
lavandinha
flor de macã
deleite
beijinho
sol e água fresca
castanhita

favor escolher qual das fragrâncias prefere, na hora da compra",Location,New,1.0,2,
1774,Soapex Soap 80 Gr Antiseptic 1% Triclosane 3 Units,146.99,Galderma,,80 g,,"description
Due to its higher concentration of antiseptic agents, Soapex Soap is also indicated for hand hygiene of health professionals, and can be used in pre and post procedures. In addition, it offers deodorant properties and is also ideal for body hygiene during baths. Massage gently on the moistened skin until you obtain an abundant foam, and should be rinsed immediately. Soapex Soap helps to reduce oiliness, ensuring a pleasant feeling of cleanliness.",Location,New,4.0,,
1775,12 Lux Botanicals Soap,32.9,Lux,body,85 g,,"Descrição
O Kit é composto por
4 sabonetes 85g Buquê de Jasmim
4 sabonetes 85g Rosas Francesas
4 Sabonete 85g Flor de Lótus",Location,New,1.0,12,
1776,Phebo Perfumaria Peônia - Sabonete Em Barra 150g,12.9,,,150 g,0,"description
Bar soap for all skin types. Phebo Perfumaria Soap Peony makes a daily cleansing that nourishes and moisturizes the skin. With a floral woody fragrance, the Peony Phebo Perfumery Soap forms a delicate foam that contributes to the bath being even more pleasurable. In addition to your body being clean and hydrated, your skin radiates an enveloping scent.",Beauty on the Web,New,22.0,,
1777,Handmade Aloe Vera Soap 110g - Cheiro D'ervas,8.99,,,110 g,,"description
WHY BUY AT W3 LIFE?

IMMEDIATE DISPATCH!
Purchases made and with payment released until 1 pm are sent on the same day, after 1 pm they are sent on the morning of the next business day.

LEADING PLATINUM MARKET!
We only work with stock on prompt delivery and provide the best after-sales service.

AUTHORIZED RESELLER!
We only supply original products purchased directly from the manufacturer.

WE ISSUE FISCAL NOTE ON ALL SALES!
There is no point in wanting a better country and evading tax, let alone buying from those who evade. We send invoice on all sales!

STILL IN DOUBT?
Check out the opinion of those who have already bought with us! Just click on “See more data from this seller” below the green reputation bar.

______________________________________________________________

Sulfur is known as a healing mineral because of its astringent, antibacterial, disinfectant and anti-inflammatory properties. It is from this strong-smelling element that sulfur soap is produced, widely used in skin care for the face and body. It is effective in cleaning and relieving certain conditions of the epidermis.

Composition: Aqua, orbignya oleifera seed oil, sodium hydroxide, sodium carbonete, sucrose, aloe barbadensis extract, sulfur, parfum.
_____________________________________________________________

FREQUENTLY ASKED QUESTIONS

1 - Is the merchandise available for immediate delivery?
A: All goods are for prompt delivery.

2 - What is the shipping cost for my zip code?
A: You can automatically calculate on the right side of the screen, below the product price, by clicking on “Calculate delivery time”. There will appear the deadline and the amount of freight to the informed zip code.

3 - Why do you say it's free shipping and you're charging shipping?
A: Mercado Livre changed its free shipping policy, inserting several variables for the calculation of freight such as product weight and size, in addition to the distance between seller and buyer. Thus, purchases over R $ 99.00 will not always have free shipping. We remind you that shipping is calculated automatically by Mercado Livre and we have no control over its value.

4 - How are deliveries made?
A: Deliveries are made via the carrier and the tracking code is attached to the details of your purchase by Mercado Livre. In some cases the tracking may be invalid due to a technical error between the carrier and Mercado Livre, however you will be able to track the shipment by the purchase details.

5 - Can the product be removed?
A: Yes. All of our products can be removed from our address, which will be informed by chat after purchase. Ask in the field of questions you wish to withdraw with us so that we can enable this option.

6 - Can you create an ad with several different products that I would like to buy all together?
A: You can buy all the desired products from our store by adding them to the shopping cart, so you only pay one shipping and we ship them all together. Just copy and paste the link below to access all products from our store. Always remember to check the option “Only in W3 Life” in the search field. Do not mix ads with FULL sending of ads without FULL sending, as they leave different places and so there may be a charge for shipping.

https://eshops.mercadolivre.com.br/w3%20life

7 - Does the product accompany invoice?
A: All merchandise is accompanied by an invoice issued to the CPF / CNPJ informed in the purchase.

Any other questions are available!",Location,New,1.0,,
1778,Giorno Bagno Soap Kit - 12 Units,230.0,Day Bath,,,scented soap,"description
KIT WITH 12 SOAP UNITS

KIT SO CAN BE MIXED


Giorno Bagno came to give the missing touch. With delicate perfumes and smooth formulation, they provide a pleasant softness and hydration of the skin. A 100% vegetable soap with high emollient power, which leaves the skin hydrated.

FACIAL AND / OR BODY SOAP.

WEIGHT: 180g IN EACH BAR.

FRAGANCE:

-MANGNOLIA AND LICHIA.

- ORANGE FLOWER AND VETIVER.

-OLIVA AND ALECRIM.

-TULIP AND CEDAR.

-LAVANDA AND VANILLA.

-VERBENA AND SANDAL.

-ROSES FROM BULGARIA.",Location,Novo,1.0,,
1779,Palmolive Secret Soap Bar Pitaya 90g,2.64,,Natureza Secreta Pitaya,,Secret Nature Pitaya,"description
Palmolive Natureza Secregta Pitaya contains ingredients that promote a natural hydration of the skin along with a delicious fragrance. The secret to natural beauty. Pearly appearance. Natural skin hydration. Delicious fragrance.",Colgate-Palmolive,Novo,10.0,,5.0
1780,1 Sulfur Asepxia Antiacne Soap 80g - Very Oily Skin,17.99,Asepxia,Enxofre,90 g,Barra,"description
ASEPXIA SULFUR SOAP

Ideal for oily skin. Eliminates excess oil, reducing pore size, fighting blackheads and pimples while you clean your skin.

The presence of the exclusive Antiacnil-3 compound present in Asepxia Sulfur Soap restores the skin's luminosity and renews its appearance.",Location,New,13.0,01,
1781,Bioderma Atoderm - Gel De Banho 100ml Blz,35.43,Bioderma,,,,"description
Shower gel for normal to dry skin. Bioderma Atoderm Gel Douche provides gentle cleansing that reinforces protection against dryness. Bioderma Atoderm Shower Gel soothes the discomfort generated by dryness with the replacement of the lipid layer that retains hydration for longer on the skin. In addition to being hydrated to measure, it leaves the skin of the body protected from microorganisms and with a smooth feeling for longer.",Beauty on the Web,Novo,1.0,,
1782,Phebo Seasoning Sage Leaves - Soap Liquids,39.9,Phebo,,,,"Descrição
Sabonete líquido antiodor para mãos. Sabonete para Mãos Phebo Temperos de Cozinha Folhas de Sálvia higieniza suavemente, sem ressecar a pele, e perfuma. Com delicioso aroma herbal e levemente amadeirado de sálvia e alecrim. Sabonete para Mãos Phebo Temperos de Cozinha Folhas de Sálvia é feito com base vegetal, o que o torna muito suave para as mãos. Mantém a hidratação enquanto lava e possui ativo desodorante natural, que neutraliza cheiros indesejados.",Beauty on the Web,Novo,1.0,,
1783,Ann Bow Limão Sabonete Glicerina 90g (kit C/12),66.2,Ann Bow,Glycerin Lemon,,,"description
DESCRIPTION: Biodegradable, does not harm nature or your skin. It combines the delicacy of artisanal production with advanced manufacturing technologies.
ACTION / ASSETS: Toning effect.
HOW TO USE: Apply the soap with a little water and massage gently on the skin to generate foam.
THIS ANNOUNCEMENT CONTAINS: 12 Ann Bow Lemon Glycerin Soap 90g",Location,New,1.0,,
1784,Giovanna Baby Moments Blue Soap 90g (kit C / 12),74.6,Giovanna Baby,,,,"description
DESCRIPTION: The Giovanna Baby Moments Blue Soap, gently cleanses and leaves the skin perfumed with Giovanna Baby's iconic fragrance.
ACTION / ASSETS: Blue: fragrance composed of a refreshing natural note associated with a simple Floral Bouquet of Jasmine, Rose and Ylang-Ylang in perfect harmony with Musk, Vanilla, Powdery background enriched by a woody complex.
HOW TO USE: Massage on the baby's wet skin until foam forms. Then rinse.
THIS ANNOUNCEMENT CONTAINS: 12 Giovanna Baby Moments Blue Soap 90g",Location,Novo,2.0,,
1785,Sabonete Em Barra Facial Profuse Nutrel - 100g,32.6,Aché Laboratorios,,,,"Descrição
Sabonete em Barra Facial Profuse Nutrel - 100g

7896658032639",Localização,New,3.0,1,
1786,2 Caixas Sabonete Em Barra Sensi Jequiti Com 5x90g Cada.,33.59,,,90 g,,"description
Kit with 2 boxes Sensi Jequiti Bar Soap with 5x90g each.

Jequiti Sensi Moisturizing Bar Soap Jequiti Almond Milk - 5x90g
Sensi is a daily care line designed to offer a different kind of care to your skin in the form of a soft and delicate touch.
The Sensi Almond Milk Moisturizing Bar Soap offers a comfortable fragrance that will leave your skin gently scented.
Dermatologically Tested Product
HOW TO USE: Spread the soap over the body. Rinse. Can be used daily.",Localização,New,1.0,5,
1787,Exotic Sabonete Vegetal Africa 170g,15.0,Dwayne,Vegetable Africa Baobab with Shea Exotic,170 g,,"description
Exotic Vegetable Soap Africa 170gr (Baobab with Shea)
The Exotic Hydrating Vegetable Soap turns the bath into a unique experience, a break to travel through the senses. Its formula with natural ingredients and creamy foam, clean without drying out leaving the skin soft and perfumed.
How to use Apply the exotic vegetable soap on wet skin, gently massaging the entire body. Then rinse
Dermatologically tested and hypoallergenic
Process 25351.383234 / 2013-55",Location,New,9.0,1,
1788,Exotic Vegetable Soap Africa 170g,15.0,,,,,"description
Exotic Vegetable Soap Africa 170gr (Baobab with Shea)
The Exotic Hydrating Vegetable Soap turns the bath into a unique experience, a break to travel through the senses. Its formula with natural ingredients and creamy foam, clean without drying out leaving the skin soft and perfumed.
How to use Apply the exotic vegetable soap on wet skin, gently massaging the entire body. Then rinse
Dermatologically tested and hypoallergenic
Process 25351.383234 / 2013-55",Localização,New,9.0,1,
1789,Natura Sabonetes Natura Homem 3 Unidades Com 110 G Cada,25.1,,,,,"description
Seller did not enter product description",Localização,New,1.0,,
1790,Natura Man Soap Kit With 2 Boxes With 3units Each Of 110g,35.9,Natura,Natura Man,,,"Descrição
Você está comprando 2 caixas de sabonetes com 3 unidades cada 110g
Produto original/ lacrado

Validade 02/2023",Location,Novo,1.0,3,
1791,Sabonete Líquido Mãos Glicerina Flor De Cerejeira Lux 1l,22.97,Lux,,,Soap,"description
Liquid Hand Soap Glycerin Cherry Blossom Lux 1L",Levlist,Novo,1.0,,
1792,Natura Assorted Soap 6 Units 90g Each Gift,29.6,,,90 g,,"description
You are buying a beautiful Gift with 6 Assorted Soaps of 90 g each in a presentable box",Localização,New,1.0,,
1793,Natura Assorted Soap 6 Units 90g Each Gift,29.6,Nature,,90 g,,"description
You are buying a beautiful Gift with 6 Assorted Soaps of 90 g each in a presentable box",Location,New,1.0,,
1794,Turma Da Mônica Soft Soap for Children 75g (kit C / 12),67.4,,Extra Smooth Monica's Gang,75 g,,"Descrição
DESCRIÇÃO: Sabonete Infantil Turma da Mônica Suave não irrita a pele, proporcionando uma limpeza segura. Seu formato anatômico encaixa-se perfeitamente nas mãos e não escorrega, deixando o momento do banho mais seguro e prático.
AÇÃO/ATIVOS: Sabonete Infantil Turma da Mônica Suave foi especialmente desenvolvido para limpar delicadamente a pele do bebê. Sua exclusiva Fórmula com tecnologia Huggies, dermatologicamente testada, possui ingredientes suaves, sem a presença de corantes
MODO DE USAR: Aplique o sabonete no corpo úmido do bebê massageando-o suavemente, enxágue em seguida.
ESTE ANÚNCIO CONTÉM: 12 Turma da Mônica Sabonete Infantil Suave 75g",Location,New,1.0,1,
1795,Cetaphil Deep Cleansing Soap - 127g,35.45,,Deep Cleaning,127 g,,"Descrição
Sabonete Cetaphil Limpeza Profunda - 127g

3499320008341",Location,Novo,1.0,,5.0
1796,Sabonete Emotions In Tuscany Mediterrâneo Nesti Dante 250g,39.9,Nesti Dante,Emozioni in Toscana Mediterraneo,250 g,Emotions in Tuscany,"description
The sensitivity and wisdom of Nesti Dante, a Florence company, with nature, art and life, expresses itself as a tribute to their land with a suggestive line of natural soaps called Emozioni in Toscana.
Emozioni In Toscana La Macchia Odorosa represents the vegetation of the Mediterranean forest, together with the sea breeze, merges into an intense perfume that evokes aromas of dew, thyme and pine resin
Nesti Dante products meet international quality requirements and standards, Free of synthetic surfactants, petrochemicals, sulfates, parabens, glycols and mineral oil that are responsible for allergies, skin, hair and eye irritations. In addition, it is also a “VEGAN FRIENDLY” product (VEGAN FRIEND) not tested on animals.",Location,New,11.0,1,
1797,Granado Pele Oleosa Sabonete Coco 100g (kit C/12),156.85,Pomegranate,Coco,100 g,Granado Oily Skin Coconut Soap 100g,"description
DESCRIPTION: Bar soap for mixed and oily skin. Granado Coco soap treatment gently cleanses with its 100% vegetable composition.
ACTION / ASSETS: With astringent action, it controls excessive oiliness Granado Treatment Coco soap is humectant and emollient, providing revitalization, softness and silky touch. You guarantee cleanliness and health in your day to day! Coconut Oil: moisturizes and while controlling oiliness.
HOW TO USE: Use the soap on damp skin, massaging to foam and clean the desired area. Then rinse
THIS ANNOUNCEMENT CONTAINS: 12 Granado Oily Skin Soap Coconut 100g",Location,New,4.0,12,5.0
1798,Francis Classic Soap Lilas 90g - Pcte With 6 Units,24.82,Francis,Classic,,,"description
JAMS-SHOP has the mission of guaranteeing the total satisfaction of its client, both in the punctuality of deliveries, product quality, as well as in the best service,
Have peace of mind of buying with those who are willing to offer you the best service and, if you have any problems after the purchase, count on our after-sales team to solve it !!
Thank you

Product:
Francis Lavande de Grasse Classic Bar Soap!
Made with floral oils from the best flowers in the world, which give rise to unique and original fragrances.
Its delicate formula provides the pleasant sensation of skin soft to the touch.

Characteristics
DELICATE COMPOSITION: Delicate composition with the best flowers in the world
FIXING FRAGRANCES: Best flowers in the world, whose oils give rise to original and unique fragrances
PACKED ONE BY ONE: The soaps are packed one by one in scented handkerchiefs that preserve the scent

Guarantee of an excellent product.

Thank you for your preference!
We await your request!",Location,New,1.0,6,
1799,Turma da Mônica Soft Soap for Children 75g (kit C / 06),36.2,Monica's Gang,Extra Smooth Monica's Gang,,,"description
DESCRIPTION: Turma da Mônica Suave Children's Soap does not irritate the skin, providing a safe cleaning. Its anatomical shape fits perfectly in the hands and does not slip, making bathing time safer and more practical. ACTION / ASSETS: Children's Soap Turma da Mônica Suave was specially developed to gently clean the baby's skin. Its exclusive formula with Huggies technology, dermatologically tested, has soft ingredients, without the presence of dyes. HOW TO USE: Apply the soap to the baby's moist body by massaging it gently, then rinse it. 75g",Location,New,1.0,1,
1800,Soapex Antiseptic Soap 1% 80g,25.0,Soapex,Antiseptic,80 g,,"Descrição
Sabonete antisséptico Soapex 1% 80g",Location,New,1.0,1,
1801,Soapex Antiseptic Soap 1% 80g,25.0,Soapex,Antiseptic,80 g,,"description
Soapex antiseptic soap 1% 80g",Location,New,1.0,1,
1802,Ann Bow Jasmine Glycerin Soap 90g (kit C / 12),66.2,Ann Bow,Glycerin Jasmine Revitalizing,,,"Descrição
DESCRIÇÃO: Glicerinado, não agride a pele e deixa uma agradável fragrância de jasmim. Ideal para quem procura um banho leve e restaurador. Combina as modernas tecnologias de produção com um cuidado artesanal na sua composição.AÇÃO/ATIVOS: O Sabonete Memphis Glicerina Ann Bow Jasmim Revitalizante foi produzido com ingredientes naturais, a partir do óleo extraído da flor de Jasmim, limpa a pele suavemente. Deixa uma sensação agradável e refrescante. MODO DE USAR: Aplicar o sabonete com um pouco de água e massagear suavemente sobre a pele para gerar espuma.ESTE ANÚNCIO CONTÉM: 12 Ann Bow Jasmim Sabonete Glicerina 90g",Location,New,2.0,1,
1803,Augusto Caldas Lavender Glycerin Soap 100g (kit C / 06),46.4,Augusto Caldas,,,,"description
DESCRIPTION: Augusto Caldas Alfazema Glycerin Soap is available in 100g packaging
ACTION / ASSETS: Glycerin Soap with Lavender Augusto Caldas is indicated for a complete and relaxing body hygiene.
HOW TO USE: Apply the product on wet skin, rubbing gently to obtain foam. Then rinse.
THIS ANNOUNCEMENT CONTAINS: 06 Augusto Caldas Lavender Glycerin Soap 100g",Location,New,1.0,,
1804,Alma De Flores Queen Soap 130g (kit C / 12),124.45,,,130 g,,"description
DESCRIPTION: Developed with a derivative of shea butter, it provides a creamy foam, abundant, smooth and of high hydrating power.Action / Assets: The result is a smooth and renewed complexion. HOW TO USE: During the bath, gently pass over the body to foam. Then rinse. THIS ANNOUNCEMENT CONTAINS: 12 Alma De Flores Queen Soap 130g",Location,New,1.0,,
1805,Granado Calendula Glycerin Soap 90g (kit C / 06),59.0,Pomegranate,Glycerin Calendula Terrapeutics,90 g,Granado Calendula Glycerin Soap 90g,"description
DESCRIPTION: Bar soap for all skin types. Gently cleanses the body providing hydration, softness and velvety touch. Granado Terrapeutics Calendula glycerin soap is a natural moisturizer, based on 100% vegetable, which has soothing and purifying properties.
ACTION / ASSETS: Granado Baby Glycerin liquid soap refill formula has a vegetable base and its pH is compatible with the baby's skin. In addition, it is also hypoallergenic, which minimizes the appearance of allergic reactions. Contains only the refill, the packaging must be purchased separately.
HOW TO USE: With damp skin, pass the soap with your hands or the help of a sponge. Spread until creamy foam, then rinse well.
THIS ANNOUNCEMENT CONTAINS: 06 Granado Calendula Glycerin Soap 90g",Location,New,1.0,6,
